Matchday,Planned Kickoff,Actual Kickoff,Home Team,Away Team,Home Team Code,Away Team Code,Home Score Fulltime,Away Score Fulltime,Home Score Halftime,Away Score Halftime,Match Status,Match ID
24,2026-02-28T14:30:00+0000,2026-02-28T14:30:32+0000,SV Werder Bremen,1. FC Heidenheim 1846,SVW,FCH,2,0,0,0,FINAL_WHISTLE,DFL-MAT-J04200
24,2026-02-28T14:30:00+0000,2026-02-28T14:30:01+0000,Borussia Mönchengladbach,1. FC Union Berlin,BMG,FCU,1,0,0,0,FINAL_WHISTLE,DFL-MAT-J04202
24,2026-02-28T14:30:00+0000,2026-02-28T14:30:00+0000,TSG Hoffenheim,FC St. Pauli,TSG,STP,0,1,0,1,FINAL_WHISTLE,DFL-MAT-J04204
24,2026-02-28T17:30:00+0000,2026-02-28T17:30:17+0000,Borussia Dortmund,FC Bayern München,BVB,FCB,2,3,1,0,FINAL_WHISTLE,DFL-MAT-J041ZZ
24,2026-03-01T14:30:00+0000,2026-03-01T14:30:17+0000,VfB Stuttgart,VfL Wolfsburg,VFB,WOB,4,0,3,0,FINAL_WHISTLE,DFL-MAT-J04201
24,2026-03-01T16:30:00+0000,2026-03-01T16:29:59+0000,Eintracht Frankfurt,Sport-Club Freiburg,SGE,SCF,2,0,0,0,FINAL_WHISTLE,DFL-MAT-J041ZY
24,2026-03-01T18:30:00+0000,2026-03-01T18:30:14+0000,Hamburger SV,RB Leipzig,HSV,RBL,1,2,1,1,FINAL_WHISTLE,DFL-MAT-J04205
25,2026-03-06T19:30:00+0000,2026-03-06T19:30:08+0000,FC Bayern München,Borussia Mönchengladbach,FCB,BMG,4,1,2,0,FINAL_WHISTLE,DFL-MAT-J04206
25,2026-03-07T14:30:00+0000,2026-03-07T14:30:01+0000,Sport-Club Freiburg,Bayer 04 Leverkusen,SCF,B04,3,3,2,2,FINAL_WHISTLE,DFL-MAT-J04207
25,2026-03-07T14:30:00+0000,2026-03-07T14:30:04+0000,1. FSV Mainz 05,VfB Stuttgart,M05,VFB,2,2,1,0,FINAL_WHISTLE,DFL-MAT-J04208
25,2026-03-07T14:30:00+0000,2026-03-07T14:30:19+0000,RB Leipzig,FC Augsburg,RBL,FCA,2,1,0,1,FINAL_WHISTLE,DFL-MAT-J04209
25,2026-03-07T14:30:00+0000,2026-03-07T14:30:02+0000,VfL Wolfsburg,Hamburger SV,WOB,HSV,1,2,1,1,FINAL_WHISTLE,DFL-MAT-J0420A
25,2026-03-07T14:30:00+0000,2026-03-07T14:30:08+0000,1. FC Heidenheim 1846,TSG Hoffenheim,FCH,TSG,2,4,0,2,FINAL_WHISTLE,DFL-MAT-J0420D
25,2026-03-07T17:30:00+0000,2026-03-07T17:30:26+0000,1. FC Köln,Borussia Dortmund,KOE,BVB,1,2,0,1,FINAL_WHISTLE,DFL-MAT-J0420E
25,2026-03-08T14:30:00+0000,2026-03-08T14:30:01+0000,FC St. Pauli,Eintracht Frankfurt,STP,SGE,0,0,0,0,FINAL_WHISTLE,DFL-MAT-J0420C
25,2026-03-08T16:30:00+0000,2026-03-08T16:29:58+0000,1. FC Union Berlin,SV Werder Bremen,FCU,SVW,1,4,1,2,FINAL_WHISTLE,DFL-MAT-J0420B
26,2026-03-13T19:30:00+0000,2026-03-13T19:32:26+0000,Borussia Mönchengladbach,FC St. Pauli,BMG,STP,2,0,1,0,FINAL_WHISTLE,DFL-MAT-J0420L
26,2026-03-14T14:30:00+0000,2026-03-14T14:30:01+0000,Bayer 04 Leverkusen,FC Bayern München,B04,FCB,1,1,1,0,FINAL_WHISTLE,DFL-MAT-J0420F
26,2026-03-14T14:30:00+0000,2026-03-14T14:29:59+0000,Eintracht Frankfurt,1. FC Heidenheim 1846,SGE,FCH,1,0,0,0,FINAL_WHISTLE,DFL-MAT-J0420G
26,2026-03-14T14:30:00+0000,2026-03-14T14:30:07+0000,Borussia Dortmund,FC Augsburg,BVB,FCA,2,0,1,0,FINAL_WHISTLE,DFL-MAT-J0420H
26,2026-03-14T14:30:00+0000,2026-03-14T14:30:00+0000,TSG Hoffenheim,VfL Wolfsburg,TSG,WOB,1,1,0,0,FINAL_WHISTLE,DFL-MAT-J0420M
26,2026-03-14T17:30:00+0000,2026-03-14T17:30:03+0000,Hamburger SV,1. FC Köln,HSV,KOE,1,1,1,1,FINAL_WHISTLE,DFL-MAT-J0420N
26,2026-03-15T14:30:00+0000,2026-03-15T14:30:00+0000,SV Werder Bremen,1. FSV Mainz 05,SVW,M05,0,2,0,1,FINAL_WHISTLE,DFL-MAT-J0420J
26,2026-03-15T16:30:00+0000,2026-03-15T16:29:59+0000,Sport-Club Freiburg,1. FC Union Berlin,SCF,FCU,0,1,0,0,FINAL_WHISTLE,DFL-MAT-J0420I
26,2026-03-15T18:30:00+0000,2026-03-15T18:30:51+0000,VfB Stuttgart,RB Leipzig,VFB,RBL,1,0,0,0,FINAL_WHISTLE,DFL-MAT-J0420K
27,2026-03-20T19:30:00+0000,2026-03-20T19:30:14+0000,RB Leipzig,TSG Hoffenheim,RBL,TSG,5,0,4,0,FINAL_WHISTLE,DFL-MAT-J0420R
27,2026-03-21T14:30:00+0000,2026-03-21T14:31:12+0000,FC Bayern München,1. FC Union Berlin,FCB,FCU,4,0,2,0,FINAL_WHISTLE,DFL-MAT-J0420O
27,2026-03-21T14:30:00+0000,2026-03-21T14:30:43+0000,VfL Wolfsburg,SV Werder Bremen,WOB,SVW,0,1,0,0,FINAL_WHISTLE,DFL-MAT-J0420S
27,2026-03-21T14:30:00+0000,2026-03-21T14:30:02+0000,1. FC Heidenheim 1846,Bayer 04 Leverkusen,FCH,B04,3,3,0,2,FINAL_WHISTLE,DFL-MAT-J0420V
27,2026-03-21T14:30:00+0000,2026-03-21T14:30:03+0000,1. FC Köln,Borussia Mönchengladbach,KOE,BMG,3,3,2,2,FINAL_WHISTLE,DFL-MAT-J0420W
27,2026-03-21T17:30:00+0000,2026-03-21T17:30:02+0000,Borussia Dortmund,Hamburger SV,BVB,HSV,3,2,0,2,FINAL_WHISTLE,DFL-MAT-J0420P
27,2026-03-22T14:30:00+0000,2026-03-22T14:30:03+0000,1. FSV Mainz 05,Eintracht Frankfurt,M05,SGE,2,1,1,1,FINAL_WHISTLE,DFL-MAT-J0420Q
27,2026-03-22T16:30:00+0000,2026-03-22T16:30:22+0000,FC St. Pauli,Sport-Club Freiburg,STP,SCF,1,2,1,0,FINAL_WHISTLE,DFL-MAT-J0420U
27,2026-03-22T18:30:00+0000,2026-03-22T18:30:01+0000,FC Augsburg,VfB Stuttgart,FCA,VFB,2,5,0,3,FINAL_WHISTLE,DFL-MAT-J0420T
28,2026-04-04T13:30:00+0000,2026-04-04T13:30:03+0000,Bayer 04 Leverkusen,VfL Wolfsburg,B04,WOB,6,3,2,3,FINAL_WHISTLE,DFL-MAT-J0420X
28,2026-04-04T13:30:00+0000,2026-04-04T13:30:29+0000,Sport-Club Freiburg,FC Bayern München,SCF,FCB,2,3,0,0,FINAL_WHISTLE,DFL-MAT-J0420Z
28,2026-04-04T13:30:00+0000,2026-04-04T13:30:03+0000,SV Werder Bremen,RB Leipzig,SVW,RBL,1,2,0,1,FINAL_WHISTLE,DFL-MAT-J04210
28,2026-04-04T13:30:00+0000,2026-04-04T13:30:02+0000,Borussia Mönchengladbach,1. FC Heidenheim 1846,BMG,FCH,2,2,1,1,FINAL_WHISTLE,DFL-MAT-J04212
28,2026-04-04T13:30:00+0000,2026-04-04T13:30:01+0000,TSG Hoffenheim,1. FSV Mainz 05,TSG,M05,1,2,1,1,FINAL_WHISTLE,DFL-MAT-J04214
28,2026-04-04T13:30:00+0000,2026-04-04T13:31:32+0000,Hamburger SV,FC Augsburg,HSV,FCA,1,1,0,1,FINAL_WHISTLE,DFL-MAT-J04215
28,2026-04-04T16:30:00+0000,2026-04-04T16:30:48+0000,VfB Stuttgart,Borussia Dortmund,VFB,BVB,0,2,0,0,FINAL_WHISTLE,DFL-MAT-J04211
28,2026-04-05T13:30:00+0000,2026-04-05T13:30:18+0000,1. FC Union Berlin,FC St. Pauli,FCU,STP,1,1,0,1,FINAL_WHISTLE,DFL-MAT-J04213
28,2026-04-05T15:30:00+0000,2026-04-05T15:30:12+0000,Eintracht Frankfurt,1. FC Köln,SGE,KOE,2,2,0,0,FINAL_WHISTLE,DFL-MAT-J0420Y
29,2026-04-10T18:30:00+0000,2026-04-10T18:30:05+0000,FC Augsburg,TSG Hoffenheim,FCA,TSG,2,2,2,2,FINAL_WHISTLE,DFL-MAT-J0421B
29,2026-04-11T13:30:00+0000,2026-04-11T13:30:02+0000,Borussia Dortmund,Bayer 04 Leverkusen,BVB,B04,0,1,0,1,FINAL_WHISTLE,DFL-MAT-J04216
29,2026-04-11T13:30:00+0000,2026-04-11T13:30:04+0000,RB Leipzig,Borussia Mönchengladbach,RBL,BMG,1,0,0,0,FINAL_WHISTLE,DFL-MAT-J04218
29,2026-04-11T13:30:00+0000,2026-04-11T13:30:42+0000,VfL Wolfsburg,Eintracht Frankfurt,WOB,SGE,1,2,0,2,FINAL_WHISTLE,DFL-MAT-J0421A
29,2026-04-11T13:30:00+0000,2026-04-11T13:30:00+0000,1. FC Heidenheim 1846,1. FC Union Berlin,FCH,FCU,3,1,2,0,FINAL_WHISTLE,DFL-MAT-J0421D
29,2026-04-11T16:30:00+0000,2026-04-11T16:31:31+0000,FC St. Pauli,FC Bayern München,STP,FCB,0,5,0,1,FINAL_WHISTLE,DFL-MAT-J0421C
29,2026-04-12T13:30:00+0000,2026-04-12T13:30:00+0000,1. FC Köln,SV Werder Bremen,KOE,SVW,3,1,1,0,FINAL_WHISTLE,DFL-MAT-J0421E
29,2026-04-12T15:30:00+0000,2026-04-12T15:30:48+0000,VfB Stuttgart,Hamburger SV,VFB,HSV,4,0,2,0,FINAL_WHISTLE,DFL-MAT-J04219
29,2026-04-12T17:30:00+0000,2026-04-12T17:29:58+0000,1. FSV Mainz 05,Sport-Club Freiburg,M05,SCF,0,1,0,0,FINAL_WHISTLE,DFL-MAT-J04217
30,2026-04-17T18:30:00+0000,2026-04-17T18:34:59+0000,FC St. Pauli,1. FC Köln,STP,KOE,1,1,0,0,FINAL_WHISTLE,DFL-MAT-J0421M
30,2026-04-18T13:30:00+0000,2026-04-18T13:30:02+0000,Bayer 04 Leverkusen,FC Augsburg,B04,FCA,1,2,1,1,FINAL_WHISTLE,DFL-MAT-J0421G
30,2026-04-18T13:30:00+0000,2026-04-18T13:30:13+0000,SV Werder Bremen,Hamburger SV,SVW,HSV,3,1,1,1,FINAL_WHISTLE,DFL-MAT-J0421J
30,2026-04-18T13:30:00+0000,2026-04-18T13:31:14+0000,1. FC Union Berlin,VfL Wolfsburg,FCU,WOB,1,2,0,1,FINAL_WHISTLE,DFL-MAT-J0421L
30,2026-04-18T13:30:00+0000,2026-04-18T13:30:03+0000,TSG Hoffenheim,Borussia Dortmund,TSG,BVB,2,1,1,0,FINAL_WHISTLE,DFL-MAT-J0421N
30,2026-04-18T16:30:00+0000,2026-04-18T16:30:02+0000,Eintracht Frankfurt,RB Leipzig,SGE,RBL,1,3,1,1,FINAL_WHISTLE,DFL-MAT-J0421H
30,2026-04-19T13:30:00+0000,2026-04-19T13:30:03+0000,Sport-Club Freiburg,1. FC Heidenheim 1846,SCF,FCH,2,1,1,0,FINAL_WHISTLE,DFL-MAT-J0421I
30,2026-04-19T15:30:00+0000,2026-04-19T15:30:01+0000,FC Bayern München,VfB Stuttgart,FCB,VFB,4,2,3,1,FINAL_WHISTLE,DFL-MAT-J0421F
30,2026-04-19T17:30:00+0000,2026-04-19T17:30:17+0000,Borussia Mönchengladbach,1. FSV Mainz 05,BMG,M05,1,1,1,0,FINAL_WHISTLE,DFL-MAT-J0421K
31,2026-04-24T18:30:00+0000,2026-04-24T18:30:09+0000,RB Leipzig,1. FC Union Berlin,RBL,FCU,3,1,2,0,FINAL_WHISTLE,DFL-MAT-J0421Q
31,2026-04-25T13:30:00+0000,2026-04-25T13:30:01+0000,1. FSV Mainz 05,FC Bayern München,M05,FCB,3,4,3,0,FINAL_WHISTLE,DFL-MAT-J0421P
31,2026-04-25T13:30:00+0000,2026-04-25T13:30:02+0000,VfL Wolfsburg,Borussia Mönchengladbach,WOB,BMG,0,0,0,0,FINAL_WHISTLE,DFL-MAT-J0421S
31,2026-04-25T13:30:00+0000,2026-04-25T13:31:35+0000,FC Augsburg,Eintracht Frankfurt,FCA,SGE,1,1,1,0,FINAL_WHISTLE,DFL-MAT-J0421T
31,2026-04-25T13:30:00+0000,2026-04-25T13:30:56+0000,1. FC Heidenheim 1846,FC St. Pauli,FCH,STP,2,0,1,0,FINAL_WHISTLE,DFL-MAT-J0421U
31,2026-04-25T13:30:00+0000,2026-04-25T13:30:00+0000,1. FC Köln,Bayer 04 Leverkusen,KOE,B04,1,2,0,1,FINAL_WHISTLE,DFL-MAT-J0421V
31,2026-04-25T16:30:00+0000,2026-04-25T16:30:15+0000,Hamburger SV,TSG Hoffenheim,HSV,TSG,1,2,1,2,FINAL_WHISTLE,DFL-MAT-J0421W
31,2026-04-26T13:30:00+0000,2026-04-26T13:29:58+0000,VfB Stuttgart,SV Werder Bremen,VFB,SVW,1,1,0,1,FINAL_WHISTLE,DFL-MAT-J0421R
31,2026-04-26T15:30:00+0000,2026-04-26T15:30:02+0000,Borussia Dortmund,Sport-Club Freiburg,BVB,SCF,4,0,3,0,FINAL_WHISTLE,DFL-MAT-J0421O
32,2026-05-02T13:30:00+0000,2026-05-02T13:30:09+0000,FC Bayern München,1. FC Heidenheim 1846,FCB,FCH,3,3,1,2,FINAL_WHISTLE,DFL-MAT-J0421X
32,2026-05-02T13:30:00+0000,2026-05-02T13:30:01+0000,Eintracht Frankfurt,Hamburger SV,SGE,HSV,1,2,0,0,FINAL_WHISTLE,DFL-MAT-J0421Z
32,2026-05-02T13:30:00+0000,2026-05-02T13:30:19+0000,SV Werder Bremen,FC Augsburg,SVW,FCA,1,3,0,2,FINAL_WHISTLE,DFL-MAT-J04221
32,2026-05-02T13:30:00+0000,2026-05-02T13:30:46+0000,1. FC Union Berlin,1. FC Köln,FCU,KOE,2,2,0,1,FINAL_WHISTLE,DFL-MAT-J04223
32,2026-05-02T13:30:00+0000,2026-05-02T13:30:01+0000,TSG Hoffenheim,VfB Stuttgart,TSG,VFB,3,3,2,1,FINAL_WHISTLE,DFL-MAT-J04225
32,2026-05-02T16:30:00+0000,2026-05-02T16:30:48+0000,Bayer 04 Leverkusen,RB Leipzig,B04,RBL,4,1,2,0,FINAL_WHISTLE,DFL-MAT-J0421Y
32,2026-05-03T13:30:00+0000,2026-05-03T13:30:44+0000,FC St. Pauli,1. FSV Mainz 05,STP,M05,1,2,0,2,FINAL_WHISTLE,DFL-MAT-J04224
32,2026-05-03T15:30:00+0000,2026-05-03T15:40:22+0000,Borussia Mönchengladbach,Borussia Dortmund,BMG,BVB,1,0,0,0,FINAL_WHISTLE,DFL-MAT-J04222
32,2026-05-03T17:30:00+0000,2026-05-03T17:30:00+0000,Sport-Club Freiburg,VfL Wolfsburg,SCF,WOB,1,1,0,0,FINAL_WHISTLE,DFL-MAT-J04220
33,2026-05-08T18:30:00+0000,2026-05-08T18:30:00+0000,Borussia Dortmund,Eintracht Frankfurt,BVB,SGE,3,2,2,1,FINAL_WHISTLE,DFL-MAT-J04226
33,2026-05-09T13:30:00+0000,2026-05-09T13:30:56+0000,RB Leipzig,FC St. Pauli,RBL,STP,2,1,1,0,FINAL_WHISTLE,DFL-MAT-J04228
33,2026-05-09T13:30:00+0000,2026-05-09T13:30:19+0000,VfB Stuttgart,Bayer 04 Leverkusen,VFB,B04,3,1,2,1,FINAL_WHISTLE,DFL-MAT-J04229
33,2026-05-09T13:30:00+0000,2026-05-09T13:30:01+0000,FC Augsburg,Borussia Mönchengladbach,FCA,BMG,3,1,2,0,FINAL_WHISTLE,DFL-MAT-J0422B
33,2026-05-09T13:30:00+0000,2026-05-09T13:29:59+0000,TSG Hoffenheim,SV Werder Bremen,TSG,SVW,1,0,1,0,FINAL_WHISTLE,DFL-MAT-J0422C
33,2026-05-09T16:30:00+0000,2026-05-09T16:30:02+0000,VfL Wolfsburg,FC Bayern München,WOB,FCB,0,1,0,0,FINAL_WHISTLE,DFL-MAT-J0422A
33,2026-05-10T13:30:00+0000,2026-05-10T13:30:00+0000,Hamburger SV,Sport-Club Freiburg,HSV,SCF,3,2,1,1,FINAL_WHISTLE,DFL-MAT-J0422E
33,2026-05-10T15:30:00+0000,2026-05-10T15:30:05+0000,1. FC Köln,1. FC Heidenheim 1846,KOE,FCH,1,3,1,2,FINAL_WHISTLE,DFL-MAT-J0422D
33,2026-05-10T17:30:00+0000,2026-05-10T17:30:00+0000,1. FSV Mainz 05,1. FC Union Berlin,M05,FCU,1,3,0,1,FINAL_WHISTLE,DFL-MAT-J04227
34,2026-05-16T13:30:00+0000,2026-05-16T13:32:45+0000,FC Bayern München,1. FC Köln,FCB,KOE,5,1,3,1,FINAL_WHISTLE,DFL-MAT-J0422F
34,2026-05-16T13:30:00+0000,2026-05-16T13:30:22+0000,Bayer 04 Leverkusen,Hamburger SV,B04,HSV,1,1,0,0,FINAL_WHISTLE,DFL-MAT-J0422G
34,2026-05-16T13:30:00+0000,2026-05-16T13:36:01+0000,Eintracht Frankfurt,VfB Stuttgart,SGE,VFB,2,2,0,2,FINAL_WHISTLE,DFL-MAT-J0422H
34,2026-05-16T13:30:00+0000,2026-05-16T13:30:15+0000,Sport-Club Freiburg,RB Leipzig,SCF,RBL,4,1,2,1,FINAL_WHISTLE,DFL-MAT-J0422I
34,2026-05-16T13:30:00+0000,2026-05-16T13:31:03+0000,SV Werder Bremen,Borussia Dortmund,SVW,BVB,0,2,0,0,FINAL_WHISTLE,DFL-MAT-J0422J
34,2026-05-16T13:30:00+0000,2026-05-16T13:30:01+0000,Borussia Mönchengladbach,TSG Hoffenheim,BMG,TSG,4,0,2,0,FINAL_WHISTLE,DFL-MAT-J0422K
34,2026-05-16T13:30:00+0000,2026-05-16T13:30:06+0000,1. FC Union Berlin,FC Augsburg,FCU,FCA,4,0,2,0,FINAL_WHISTLE,DFL-MAT-J0422L
34,2026-05-16T13:30:00+0000,2026-05-16T13:30:02+0000,FC St. Pauli,VfL Wolfsburg,STP,WOB,1,3,0,1,FINAL_WHISTLE,DFL-MAT-J0422M
34,2026-05-16T13:30:00+0000,2026-05-16T13:30:01+0000,1. FC Heidenheim 1846,1. FSV Mainz 05,FCH,M05,0,2,0,2,FINAL_WHISTLE,DFL-MAT-J0422N
